Name,Gender,Start_Date,Login_Time,Salary,Bonus%,Is_Senior_Management,Department
Tracy Vazquez,Male,26-01-2017,02:21:02,69859,20,FALSE,HR
Jennifer Trevino,Female,10-10-2020,19:02:51,66576,3,TRUE,HR
Pamela Williams,Male,01-03-2018,06:07:23,79785,3,TRUE,Sales
David Taylor,Male,30-04-2021,21:42:37,63394,15,TRUE,Marketing
Cynthia Norris,Female,24-04-2017,23:09:03,61823,3,FALSE,Marketing
Jacob Tate,Female,06-08-2021,22:48:43,66030,7,FALSE,Marketing
Jacob Rose,Male,21-06-2018,14:16:31,74167,4,TRUE,Sales
Karen Cervantes,Male,12-11-2015,16:14:57,67886,5,TRUE,Marketing
Juan Allen Jr.,Female,08-05-2019,12:49:05,69503,9,TRUE,Marketing
Glen Brown,Female,27-09-2016,10:11:10,69017,12,FALSE,HR
Ashley Davis,Female,15-01-2019,15:30:34,73660,13,TRUE,HR
Nicholas Shields,Female,02-05-2023,14:00:17,74977,3,FALSE,HR
Lisa Wilson,Female,28-02-2017,12:54:25,61116,20,FALSE,HR
James Davis,Female,28-06-2023,08:54:09,64564,14,FALSE,IT
Brandi Ward,Male,28-11-2019,13:30:58,65187,11,TRUE,IT
Miss Tracy Fisher,Female,05-11-2021,22:50:47,76811,2,TRUE,Sales
Lori Ramos,Female,20-12-2021,22:43:29,78453,10,FALSE,Sales
Amanda Gonzalez,Female,17-07-2023,19:21:00,69926,12,TRUE,Marketing
Eric Morris,Female,04-03-2021,08:05:24,75458,19,TRUE,IT
Amanda Morrison,Male,21-02-2020,11:11:03,70619,18,FALSE,Marketing
Joe Bowman,Male,01-05-2020,19:50:34,61472,0,TRUE,Sales
Robert Waller,Male,17-01-2023,21:43:24,63480,15,FALSE,IT
Vincent Price,Male,26-07-2015,15:18:02,67753,3,TRUE,Marketing
Troy Decker,Female,06-02-2023,21:57:59,62109,1,FALSE,HR
Ariana Cameron,Male,01-04-2022,22:11:07,62388,14,FALSE,HR
Elizabeth Callahan,Male,03-03-2023,10:26:47,70523,3,FALSE,Marketing
Jeffrey Hamilton,Male,30-05-2023,09:10:27,78801,17,TRUE,Sales
Holly Rivera,Female,08-03-2020,18:42:02,76092,14,FALSE,Sales
Jason Landry,Male,16-11-2015,05:45:24,65311,13,TRUE,HR
Margaret Cunningham,Male,27-11-2015,01:07:27,63152,6,TRUE,Sales
Juan Meyer,Male,23-08-2022,20:37:43,71782,13,TRUE,IT
John Lewis,Male,27-04-2017,13:26:15,77306,15,TRUE,Sales
Stefanie Smith,Female,02-06-2017,01:52:09,76411,11,FALSE,Sales
Stephen Williams,Male,27-12-2020,20:19:31,74381,13,FALSE,HR
Jaime Wise,Male,11-10-2021,21:53:53,64167,16,FALSE,HR
Danielle Yang,Male,08-09-2023,23:59:37,76341,7,TRUE,IT
Brian Martin,Male,17-10-2021,09:47:25,67340,9,FALSE,Marketing
Danielle Vang,Female,31-07-2017,06:49:28,62226,5,FALSE,HR
Jonathan Costa,Male,15-11-2019,10:33:02,76965,19,FALSE,Marketing
Shannon Ruiz,Male,27-06-2019,21:13:50,77889,3,FALSE,IT
David Brown,Male,11-07-2022,22:14:31,61057,10,FALSE,IT
Charles Vasquez,Male,17-03-2019,12:29:10,70962,1,TRUE,Sales
Erica Moore,Female,07-03-2017,19:04:10,62042,7,FALSE,HR
Dr. David Perez,Male,20-04-2020,00:36:24,71332,2,FALSE,HR
Kim Rose,Female,14-09-2015,15:38:06,64242,8,TRUE,HR
Carolyn Wyatt,Male,28-01-2015,22:58:33,76272,16,TRUE,IT
Carol Butler,Female,25-01-2021,21:53:17,75649,9,TRUE,HR
Brian Holmes,Male,05-01-2017,05:54:46,60863,6,FALSE,HR
Kenneth Rosales,Female,20-09-2018,05:28:38,61708,12,FALSE,Sales
Julia Grimes,Female,23-07-2021,04:27:10,73986,17,TRUE,HR
John Ramirez,Female,07-01-2020,14:28:24,63866,19,FALSE,IT
Matthew Newman,Male,05-07-2023,00:32:53,71243,13,TRUE,Sales
Paul Wilson,Male,23-10-2016,19:19:23,63014,18,TRUE,Sales
Gregory King,Female,16-12-2020,20:18:23,77570,18,TRUE,HR
Brandon Sweeney,Male,14-04-2016,11:48:08,61863,2,TRUE,Sales
Taylor Hawkins,Female,11-03-2022,07:26:56,65917,9,TRUE,IT
Rebecca Stone,Female,14-10-2022,22:04:42,79739,20,TRUE,IT
Michael Pruitt,Male,25-11-2023,03:13:56,79861,12,FALSE,HR
Paul Jones,Male,18-08-2019,07:20:32,62502,8,TRUE,Marketing
Derek Thomas,Female,29-08-2017,19:43:42,67218,14,FALSE,IT
Stephen Smith,Female,02-02-2018,16:02:39,68002,16,FALSE,IT
David Mitchell,Male,23-07-2016,12:22:50,61769,11,FALSE,Marketing
Brittany Mendoza,Female,29-09-2015,16:30:32,62570,6,TRUE,Sales
Michele Perkins,Female,02-12-2021,01:55:52,78119,6,TRUE,IT
Sherri Marshall,Male,12-12-2020,10:06:02,61175,7,FALSE,Marketing
Anna Riddle,Male,31-07-2017,00:41:40,60697,15,TRUE,IT
Todd Collins,Female,23-09-2021,21:20:35,79275,12,FALSE,HR
Matthew Jones,Male,24-06-2018,22:37:25,69145,19,FALSE,Marketing
Nicole Navarro,Male,15-11-2018,20:59:15,72536,12,FALSE,HR
Kayla Mata,Male,19-10-2016,10:32:46,66741,12,TRUE,Marketing
Marcus Good,Male,21-07-2015,14:35:56,69999,1,FALSE,HR
Anthony Williams,Female,29-06-2019,02:34:13,68602,18,TRUE,HR
Jeffery Francis Jr.,Female,21-04-2017,15:16:12,74223,13,TRUE,HR
Greg Santiago PhD,Female,17-03-2015,23:03:12,69418,17,FALSE,Marketing
Cameron Kemp,Female,16-04-2015,08:41:20,65326,12,FALSE,Sales
Kerri Walters,Male,06-09-2018,00:21:57,60497,8,FALSE,HR
David Duran DDS,Male,13-09-2015,03:37:45,77786,9,FALSE,Marketing
Dana Smith,Male,10-05-2022,04:58:20,68987,11,FALSE,IT
Andrea Thompson,Male,10-03-2016,16:14:01,64073,9,FALSE,IT
Charles Brennan,Male,21-08-2019,16:32:27,74542,14,TRUE,Marketing
Justin Duran,Male,19-10-2020,11:55:50,75284,1,FALSE,Marketing
Deborah Cole,Male,23-12-2015,19:34:37,73389,1,TRUE,IT
Renee Brown,Female,19-02-2020,06:09:55,62098,14,TRUE,IT
Dana Glass,Female,09-01-2018,22:38:28,68504,15,TRUE,Sales
Miguel Guzman,Male,06-02-2018,12:38:14,64813,19,TRUE,Sales
Kelly Fuentes,Male,08-07-2016,10:36:30,61261,5,FALSE,IT
Jordan Jordan,Male,29-12-2022,18:01:28,78134,7,TRUE,IT
Elizabeth Galloway,Female,04-11-2022,00:30:02,60528,11,TRUE,Sales
Jordan Carpenter,Female,26-11-2015,22:19:21,63577,2,FALSE,HR
Joseph Martinez,Male,08-12-2020,10:56:25,67765,6,FALSE,IT
Michael Gutierrez II,Female,25-08-2018,06:16:31,62339,20,FALSE,IT
Ronald Lloyd,Male,17-06-2015,23:12:35,60809,10,FALSE,IT
Anthony Mendoza,Female,12-09-2015,17:17:53,72278,15,FALSE,HR
Brenda Taylor,Male,15-08-2016,08:43:04,72068,1,FALSE,Sales
Amber Cuevas,Male,20-05-2023,12:23:59,63481,19,TRUE,IT
Amy Solis,Female,13-09-2016,01:23:23,67040,12,TRUE,Sales
John Gonzales,Female,20-12-2023,09:45:47,62570,2,TRUE,Marketing
Shannon Greene,Male,11-08-2015,08:02:00,77293,1,FALSE,Marketing
Olivia Robbins,Female,18-06-2018,18:36:50,68820,6,FALSE,Sales
Brittany Austin,Female,02-05-2022,04:44:50,67965,11,TRUE,Marketing
Angela Rowe,Female,25-06-2015,18:00:47,63781,7,FALSE,Marketing
Erika George DDS,Female,09-05-2023,19:31:18,62611,11,TRUE,IT
Michael Duffy,Female,20-08-2015,09:03:53,79831,7,FALSE,Marketing
Chris Baker,Male,06-12-2022,11:55:26,78656,4,TRUE,Marketing
Shane Reed,Male,19-09-2023,08:39:02,79842,8,FALSE,IT
Debra Clarke,Female,13-07-2017,13:01:57,63865,2,FALSE,Marketing
Stacy Delgado,Male,01-08-2020,02:41:05,78874,15,TRUE,Sales
Jose Lee MD,Female,13-03-2022,21:22:10,60508,5,TRUE,Marketing
Colin Hess,Female,13-10-2021,08:49:48,78172,15,TRUE,Sales
Brittney Mckinney,Male,18-03-2022,05:03:26,74136,0,TRUE,HR
Cody Rodriguez,Male,29-04-2016,01:41:58,76872,16,FALSE,Marketing
Cassie Smith,Female,15-07-2021,21:19:04,64176,12,TRUE,IT
Wayne Carroll,Male,17-08-2022,17:48:35,71036,10,TRUE,HR
Joseph Campbell,Male,04-02-2022,23:08:22,71631,14,FALSE,Marketing
Christopher Vega,Female,26-09-2022,15:51:18,69479,15,TRUE,Sales
Elizabeth Rodriguez,Male,16-06-2018,10:34:53,64989,0,FALSE,Marketing
Christine Barrett,Female,04-06-2020,03:03:03,70500,14,TRUE,IT
Angel Hanson,Male,10-07-2023,17:24:43,67610,9,FALSE,IT
Eugene Scott,Male,22-06-2018,21:41:06,78485,16,FALSE,IT
Paul Thomas,Female,26-05-2019,14:41:10,72585,10,TRUE,Sales
Matthew Fry,Male,30-07-2021,02:25:30,66903,13,FALSE,IT
Andrea Forbes,Male,23-07-2022,10:16:59,71381,9,TRUE,HR
Samantha Mcdowell,Female,13-02-2019,13:15:08,68973,15,FALSE,Sales
Valerie Nelson,Male,01-12-2023,19:24:46,69452,8,TRUE,Sales
Mr. Timothy Lopez,Female,30-10-2019,07:49:10,64620,3,TRUE,Sales
Scott Jones,Male,09-02-2019,11:44:31,79608,1,TRUE,HR
Melanie Wolf,Female,23-08-2017,04:03:54,60844,11,TRUE,IT
Seth Brown,Female,18-05-2018,21:45:08,74576,16,TRUE,Marketing
Aaron Roth,Female,03-02-2020,18:12:13,63591,3,FALSE,Marketing
Cody Wheeler,Female,05-07-2018,00:49:05,68619,2,TRUE,IT
Brooke White,Male,22-02-2019,19:08:58,71590,2,TRUE,HR
Kevin Watson,Female,22-06-2017,06:22:58,65135,16,FALSE,IT
Benjamin Davis,Female,17-07-2016,18:09:05,76804,2,FALSE,HR
Sara Chavez,Female,19-05-2023,19:51:44,63291,16,FALSE,Sales
Matthew Garcia,Male,19-07-2023,11:12:09,60261,7,TRUE,Marketing
Eric Reynolds,Male,08-09-2017,22:17:44,66411,8,FALSE,Sales
Tracy Mullins,Female,21-12-2017,07:55:06,66131,15,FALSE,Sales
Lance Thompson,Male,09-08-2016,20:17:42,62906,16,TRUE,HR
Marc Alexander,Female,07-08-2015,06:40:48,62204,15,TRUE,Sales
Heather Santiago,Male,04-12-2020,22:42:15,73702,8,FALSE,Sales
Edward Escobar,Female,22-01-2018,15:58:46,75867,16,TRUE,IT
Amber Anderson,Male,04-09-2020,15:07:52,69572,15,FALSE,Marketing
Corey Myers,Female,24-11-2018,12:07:56,77806,15,FALSE,HR
Terri Cooper,Male,06-02-2023,05:18:03,63682,9,FALSE,Marketing
Robert Wilson,Female,16-10-2023,00:54:29,68106,13,TRUE,Sales
Nicholas Shaw,Female,08-05-2022,06:27:46,70449,3,FALSE,Marketing
Daniel Jackson,Male,20-01-2019,07:07:11,75851,15,FALSE,Sales
Christina Nelson,Male,19-12-2022,01:22:49,69533,8,TRUE,Marketing
Sheri Nguyen DDS,Male,09-05-2019,03:18:22,78424,10,FALSE,IT
Dana Diaz,Female,01-08-2019,13:13:21,72824,14,FALSE,Marketing
Mary Miller,Female,16-09-2022,06:15:34,61790,8,FALSE,Sales
Rachel Stone,Female,06-03-2022,23:34:14,61495,9,FALSE,Marketing
Joseph White,Male,26-10-2017,02:43:29,78759,5,TRUE,HR
Melissa Warren,Female,29-08-2022,06:13:15,64234,19,TRUE,HR
Johnny Morris,Female,11-01-2022,12:49:11,62957,10,FALSE,HR
Linda Holland,Male,25-08-2022,18:52:09,76995,6,FALSE,Sales
Thomas Jacobs,Male,01-06-2022,19:21:18,77553,12,TRUE,IT
Ana Joyce,Male,26-09-2020,00:13:18,72251,10,FALSE,Sales
Ray Lopez,Male,06-04-2017,18:17:15,60446,1,TRUE,HR
Kyle Haynes,Female,20-02-2023,13:15:21,75889,1,TRUE,IT
Kevin Pineda,Female,04-05-2016,18:27:55,60794,7,TRUE,HR
Alan Boone,Female,12-03-2022,03:35:52,64051,12,FALSE,Sales
Joseph Perez,Female,26-03-2020,10:42:09,62782,2,TRUE,Marketing
Michelle Hardy,Male,09-06-2023,18:41:03,60483,17,TRUE,HR
April Lopez,Female,11-12-2017,15:53:40,66366,19,FALSE,IT
Elizabeth Brown,Female,07-12-2016,16:14:27,76788,0,FALSE,IT
Emily Smith,Female,30-04-2020,00:16:27,66640,3,FALSE,Marketing
Sharon Ramos,Female,14-09-2019,03:26:54,69543,13,TRUE,Sales
Michael Conner,Female,03-11-2020,13:41:45,78382,8,FALSE,IT
Selena Wood,Male,24-10-2016,07:36:57,72530,0,FALSE,Marketing
Wendy Lee,Female,10-09-2021,04:00:02,77910,3,FALSE,Sales
Kelly Fox,Male,20-09-2018,14:03:18,73020,7,FALSE,IT
Susan Maldonado,Female,02-08-2020,13:16:08,78453,3,FALSE,IT
Charles Vaughan,Male,23-03-2023,13:08:27,62740,3,TRUE,Sales
Jeff Martinez,Female,02-03-2017,10:04:07,79444,7,TRUE,Sales
Philip Thomas,Female,03-09-2022,10:18:20,75516,16,TRUE,HR
Laura Green,Female,25-12-2019,11:17:07,68258,13,FALSE,IT
Corey Fischer,Male,17-12-2018,15:54:36,61196,10,FALSE,HR
Curtis Vincent,Female,07-11-2015,06:33:02,66855,17,FALSE,Marketing
Richard Blanchard MD,Female,09-09-2022,13:11:38,67724,10,FALSE,Marketing
Caitlin Chavez,Male,17-10-2019,03:20:53,63442,13,TRUE,Marketing
Thomas Freeman,Male,16-02-2021,14:03:08,60446,5,TRUE,Sales
Jamie Dawson,Male,22-07-2019,10:44:33,74339,3,TRUE,Marketing
Mrs. Sherry Brown,Female,11-01-2022,18:42:51,65594,20,FALSE,Sales
William Weaver,Female,07-03-2017,10:35:25,73087,0,FALSE,HR
William Wright,Female,18-04-2020,14:47:10,69641,8,FALSE,IT
Kimberly Crane,Male,15-09-2023,14:34:59,64637,9,TRUE,IT
Monique Dudley,Female,30-01-2019,19:14:45,75470,14,TRUE,IT
Alyssa Tran,Male,17-09-2022,11:58:39,65381,16,FALSE,HR
Judy Gonzalez,Female,06-09-2023,04:43:29,73641,5,TRUE,Marketing
Jessica Ball,Male,12-12-2022,23:54:26,60183,9,TRUE,Sales
Vincent Chang,Male,23-01-2017,00:15:22,77620,14,FALSE,HR
Robert Velez,Male,01-08-2017,09:54:05,75358,19,TRUE,HR
Stacey Jones,Female,17-06-2020,15:29:52,78322,7,FALSE,HR
Shannon Rivera,Male,18-03-2022,09:58:34,68997,9,FALSE,IT
Sarah Garza DVM,Female,17-09-2018,10:57:41,73214,8,TRUE,HR
Dr. Richard Bruce,Male,08-05-2016,21:59:41,63374,6,FALSE,Sales
John Cooper,Female,22-08-2019,06:45:49,78470,3,TRUE,Marketing
James Thompson,Female,28-10-2021,05:02:27,78863,18,FALSE,Marketing
Jonathon Johnson,Male,23-06-2021,06:12:22,65508,0,TRUE,Sales
Amber Hale,Male,21-12-2019,21:16:41,64800,4,TRUE,Marketing
Jennifer Robbins,Male,27-07-2016,02:15:54,70595,2,TRUE,Sales
Rebecca Manning,Female,05-12-2017,15:49:06,73939,15,FALSE,IT
Scott Levy,Male,16-07-2019,15:45:53,67889,17,FALSE,Marketing
Chloe Walker,Female,29-04-2018,13:10:45,75547,11,FALSE,IT
Christopher Davis,Male,27-03-2016,15:02:40,79837,6,TRUE,IT
Ashley Guerrero,Male,17-12-2022,14:54:55,74327,17,FALSE,Marketing
Margaret Wilcox,Female,26-08-2019,16:55:56,63940,17,FALSE,IT
Shane Ballard,Male,02-10-2020,21:47:38,60828,11,FALSE,IT
Angela Caldwell,Female,24-07-2021,01:05:28,67005,19,TRUE,Marketing
Russell Shepard,Female,16-05-2018,01:25:47,65865,0,TRUE,Marketing
Veronica Jackson,Female,24-06-2019,13:13:24,77236,6,TRUE,IT
Mr. Joshua Scott Jr.,Female,02-11-2017,11:50:34,63083,11,FALSE,HR
Jeffrey Duncan,Female,29-03-2020,05:41:10,61098,20,FALSE,Marketing
Dominique Ramirez,Female,17-11-2022,23:23:36,61439,8,FALSE,HR
Steven Woodward,Male,05-06-2021,02:36:13,75427,19,FALSE,Marketing
William Lamb,Male,04-03-2017,13:13:03,75513,20,TRUE,HR
Brandon Stephens,Female,04-12-2018,08:57:05,60944,19,TRUE,Sales
Christina Wilson,Male,15-10-2016,15:24:38,62713,13,TRUE,HR
Travis Houston,Female,05-03-2018,15:08:16,62042,10,TRUE,IT
Robin Logan,Male,01-02-2023,18:26:13,60546,10,FALSE,Sales
Jennifer Ellis,Female,17-06-2017,19:47:00,76919,0,FALSE,Marketing
Maria Dunn,Male,03-05-2015,13:26:23,62128,6,TRUE,IT
Lisa Hunt,Male,25-03-2019,00:17:32,65655,14,TRUE,IT
Alfred Reyes,Male,31-08-2016,08:33:14,76563,13,TRUE,HR
Robert Huerta Jr.,Female,26-01-2016,18:09:20,68970,17,FALSE,HR
David Merritt,Female,16-03-2020,22:12:15,75278,18,TRUE,Marketing
Melissa Smith,Male,23-04-2016,21:46:54,63809,2,TRUE,HR
Jennifer Mays,Male,02-06-2015,14:45:47,70403,18,TRUE,Sales
Christina Pena,Male,17-09-2019,17:12:06,67127,20,FALSE,Marketing
Steve Benjamin,Male,22-03-2022,18:06:42,68084,9,TRUE,Sales
Daniel Contreras,Female,05-05-2023,13:48:40,61747,12,FALSE,Sales
Brian Massey,Female,04-08-2020,08:21:02,64601,18,FALSE,Marketing
Brian Clarke,Male,07-08-2016,08:52:17,66168,8,TRUE,Sales
Jennifer Cruz,Female,25-10-2015,22:30:51,68498,14,FALSE,HR
Suzanne Perez,Female,27-11-2023,05:30:42,71637,18,FALSE,IT
Kevin Adams,Female,26-12-2019,16:29:11,65586,1,FALSE,Sales
Elizabeth Hines,Male,14-07-2020,16:15:45,74216,11,FALSE,Sales
Matthew Alvarado,Female,26-06-2016,21:45:58,76507,17,FALSE,HR
Mary Maldonado,Male,23-06-2019,19:37:46,68461,6,FALSE,IT
Ann Jones,Male,06-02-2016,04:45:02,63778,16,TRUE,Marketing
Timothy Oliver,Male,18-12-2016,11:12:02,75310,18,FALSE,IT
Joshua Sanders,Female,20-04-2021,15:23:45,79280,1,FALSE,HR
William Le,Female,26-03-2020,21:07:06,60258,5,FALSE,Marketing
James Gonzalez,Female,19-11-2019,11:14:01,71032,20,TRUE,Sales
Luke Smith,Female,22-11-2016,12:32:52,70036,5,FALSE,Sales
Brittany Wood,Male,09-10-2020,01:02:36,74385,19,FALSE,Marketing
Kelly Wood,Female,08-06-2016,01:05:42,75518,7,FALSE,IT
Christine Rivas,Female,10-04-2015,16:36:19,75812,12,FALSE,HR
Allison Patterson,Male,12-09-2016,18:14:14,76612,3,FALSE,Marketing
Olivia Krueger,Female,30-04-2019,00:12:36,78923,12,TRUE,Sales
Sean Orr,Male,17-12-2018,00:33:00,69849,19,TRUE,Sales
Eric Anthony,Male,03-06-2018,07:45:50,70916,1,TRUE,IT
Donald Davila,Male,11-11-2023,04:35:33,71341,14,FALSE,Sales
Roger Flowers,Female,28-04-2016,06:16:07,60027,4,TRUE,Sales
Adam Fleming,Female,27-10-2018,00:56:48,70077,2,TRUE,Sales
Mark Davis,Male,02-04-2017,11:45:15,74304,2,TRUE,Sales
Jonathan Carrillo,Female,27-07-2015,04:07:37,60162,15,TRUE,IT
Barbara Roberts,Male,01-12-2016,02:43:18,75427,17,FALSE,Sales
James Gutierrez,Female,16-05-2023,18:16:52,72330,14,TRUE,HR
Steven Maldonado,Female,16-08-2015,04:19:34,64210,10,TRUE,Marketing
Malik Stewart,Female,25-05-2015,07:14:17,69279,13,FALSE,HR
Samantha Watson,Female,27-03-2019,04:05:22,76000,18,TRUE,Sales
Scott Smith,Male,19-06-2023,23:59:23,67705,11,FALSE,IT
Barry Baker,Male,20-09-2016,04:49:45,79633,12,TRUE,Sales
Marcus Clark,Male,16-09-2019,01:58:15,76382,6,TRUE,Sales
Christopher Allen,Female,01-08-2018,11:33:57,74267,2,FALSE,Marketing
Madison Holt,Male,26-01-2022,04:23:48,73949,4,FALSE,IT
Mike Bruce,Female,11-09-2015,22:37:02,75750,1,FALSE,Marketing
Cole Hobbs,Male,15-03-2019,00:24:17,65358,12,TRUE,Marketing
Kevin Phillips,Male,24-01-2018,23:54:16,71347,3,FALSE,HR
Katherine Hampton,Male,15-07-2020,20:06:02,70453,4,FALSE,Marketing
Joshua Beck,Male,27-07-2015,12:07:58,75929,20,FALSE,Marketing
Rebekah Lloyd,Male,26-11-2015,00:20:42,69927,13,FALSE,HR
Jamie Jones,Female,28-05-2018,19:01:15,76451,11,FALSE,IT
Mary Thomas,Female,27-03-2023,12:28:37,63659,5,FALSE,Marketing
Rhonda Marks,Male,10-12-2023,01:44:54,64927,0,FALSE,IT
Tiffany Pearson,Male,04-09-2019,17:23:08,76872,19,FALSE,Marketing
Sarah Grant,Male,04-01-2015,18:15:02,75229,9,TRUE,HR
Sharon Williams,Female,12-04-2019,13:12:17,75081,11,TRUE,IT
Joshua Ibarra,Female,18-09-2020,02:01:54,73949,10,FALSE,HR
Brittany Johnson DDS,Female,15-04-2019,05:14:24,65856,9,FALSE,Marketing
Gary Galloway,Male,26-07-2016,03:05:25,74639,10,FALSE,HR
Kevin Murphy,Male,20-11-2023,18:19:47,71706,1,FALSE,Sales
Evan Benson,Male,27-11-2016,18:10:17,62754,17,TRUE,Sales
Christina Navarro MD,Male,15-07-2016,21:05:20,76169,13,FALSE,IT
Sophia Collins,Female,17-12-2015,22:00:48,67998,16,FALSE,HR
Paul Mcconnell,Male,03-06-2020,18:11:41,70701,11,TRUE,Sales
Christina Lindsey,Male,26-01-2019,02:11:10,72514,16,TRUE,IT
Rebecca Mccarthy,Female,21-04-2017,14:59:55,73845,12,TRUE,Sales
Laura Cook,Female,15-11-2023,13:38:47,62597,13,TRUE,Sales
Shirley Hall,Female,31-07-2020,23:01:45,69935,19,TRUE,HR
Stephen Brown,Female,04-12-2020,23:13:24,78787,15,TRUE,Marketing
Timothy Padilla,Female,12-09-2018,19:26:39,66085,8,TRUE,Marketing
Alan Brewer,Male,22-01-2017,10:45:51,69336,8,TRUE,Marketing
Monique Freeman,Male,22-03-2019,06:14:08,60613,13,TRUE,IT
Jeremiah Woods,Female,01-04-2021,03:02:28,75153,19,FALSE,HR
Sherry Barnes,Male,02-09-2019,14:52:57,67367,0,FALSE,Sales
Molly Ford,Male,06-08-2023,14:39:00,69431,19,FALSE,Marketing
Christopher Underwood,Female,11-12-2022,14:28:41,77742,12,FALSE,HR
Charlene Crawford,Female,28-07-2017,02:26:34,71160,10,FALSE,Marketing
Harold Ramsey,Male,09-09-2021,06:31:57,75137,15,TRUE,Sales
Mary Harrington,Female,30-10-2020,02:39:51,68378,12,TRUE,HR
Melissa Valencia,Female,31-05-2020,04:49:55,78393,11,TRUE,Sales
Randall Burns,Female,15-06-2019,05:48:13,69962,9,FALSE,Marketing
Nicole Wade,Female,28-02-2020,12:58:10,60968,4,TRUE,IT
Jesse Paul,Female,29-04-2021,03:16:48,73611,0,FALSE,Marketing
Michael Cox,Male,12-11-2016,09:58:39,72297,17,TRUE,Marketing
Jennifer Jacobson,Male,06-10-2018,12:32:03,63177,12,TRUE,Sales
Jennifer Parker,Male,02-12-2023,03:38:16,78702,9,TRUE,Sales
Jason Long,Female,07-10-2016,16:51:08,78024,13,FALSE,Sales
Linda Davis,Female,09-05-2015,10:40:03,79636,8,FALSE,IT
Thomas Parker,Male,16-04-2023,18:40:21,70412,16,FALSE,Sales
Edwin Scott,Female,20-04-2022,20:11:35,76214,14,FALSE,Marketing
Michele Parks,Male,10-06-2016,21:22:03,65820,12,FALSE,HR
Ann Simmons,Female,16-06-2019,17:01:01,75205,20,TRUE,HR
Clarence Taylor,Female,02-04-2023,22:19:09,79010,20,FALSE,Marketing
Christopher Haynes,Female,28-09-2021,18:33:32,66189,20,TRUE,Sales
David Malone,Male,06-08-2015,12:31:01,79978,19,TRUE,Marketing
Patrick Hernandez,Male,01-02-2019,14:10:52,70650,19,TRUE,Sales
Jennifer Miller,Female,11-09-2018,19:49:04,62980,11,TRUE,Marketing
Charles Herrera,Male,28-01-2016,10:46:41,65288,14,FALSE,Sales
Kendra Rogers,Male,17-09-2022,04:28:46,75472,6,FALSE,Sales
Jared Wright,Female,22-11-2023,22:56:53,62123,0,TRUE,Marketing
Nathan Ortiz,Female,09-07-2019,20:39:42,68029,19,FALSE,Sales
Brian White,Male,22-01-2016,17:55:56,75119,16,TRUE,IT
Austin Navarro,Male,17-04-2022,01:23:40,68023,14,TRUE,HR
Christopher Pope,Male,26-01-2023,16:51:05,73315,16,FALSE,Marketing
Michelle Miller,Male,11-01-2021,02:18:45,73667,8,TRUE,HR
Linda Berry,Female,12-07-2016,04:23:55,75755,1,FALSE,Marketing
Ashley Horton,Male,30-07-2020,23:17:03,71907,12,FALSE,Marketing
James Wallace,Male,08-12-2020,00:17:56,63395,4,FALSE,HR
Dr. Mark Knox MD,Male,29-03-2018,09:47:53,72008,13,FALSE,Sales
Michael Warren,Male,10-02-2020,14:23:41,75813,6,FALSE,HR
Andrew Tucker,Female,11-05-2016,14:07:35,62427,14,FALSE,Sales
Brian Brown,Female,26-03-2017,10:39:34,71221,9,FALSE,IT
Roger Suarez,Female,24-01-2017,20:45:23,68451,18,FALSE,HR
Ruth Smith,Male,12-05-2015,02:23:36,64850,16,FALSE,HR
Stephanie Rodgers,Male,05-07-2021,13:18:55,72152,18,FALSE,IT
Timothy Harris,Female,25-12-2022,07:54:10,65187,18,FALSE,Marketing
Joshua Hall,Female,19-08-2017,04:57:47,69662,4,TRUE,Sales
Charles Maddox,Female,24-03-2021,12:26:27,72590,8,TRUE,HR
David Smith,Male,27-09-2015,11:13:08,79111,9,TRUE,HR
Veronica Diaz,Female,27-03-2022,22:34:22,71932,16,FALSE,Marketing
Vanessa Wilson,Male,26-09-2022,09:01:29,71279,20,TRUE,IT
William Thornton,Female,28-12-2018,05:42:29,72385,15,TRUE,Marketing
Peter Valenzuela,Male,29-06-2019,10:13:14,75859,12,TRUE,HR
Holly Smith,Female,15-07-2023,06:04:17,67367,9,TRUE,Sales
Mary Freeman,Male,29-11-2019,22:25:56,69119,19,TRUE,Sales
Michelle Thompson,Female,10-03-2017,20:01:10,76344,14,TRUE,Sales
Andrew Mendoza,Male,05-07-2022,00:39:33,71913,1,FALSE,HR
Amy Herrera,Female,28-11-2021,22:33:15,76627,2,FALSE,HR
Donald Sims,Male,19-03-2017,18:26:30,74635,18,TRUE,Sales
Joseph Russell,Female,12-12-2021,06:47:11,65986,20,TRUE,Sales
Janet Jackson,Female,17-09-2020,06:11:34,65814,1,FALSE,IT
Julie Davenport,Male,12-07-2023,03:29:40,66226,2,TRUE,IT
Amber Ortiz,Male,31-03-2017,19:23:09,66806,7,TRUE,Marketing
Gerald Stone,Female,01-09-2020,23:18:16,63220,17,TRUE,IT
Brandy Castillo,Male,09-02-2020,18:32:19,66436,15,TRUE,Marketing
Renee Callahan,Male,12-10-2020,21:11:10,75598,6,TRUE,Sales
Jacob Mendoza,Female,21-01-2022,07:51:27,69829,18,TRUE,Marketing
Julie Martinez,Male,20-07-2018,19:46:36,74504,20,TRUE,Marketing
Jason Pruitt,Male,09-08-2018,04:35:01,68249,13,FALSE,Marketing
Sandra Clark,Male,09-04-2021,16:41:59,70768,16,FALSE,IT
Cole Miller,Female,18-08-2016,13:39:46,68657,17,TRUE,IT
